,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,337.36200630664825,,,
,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,349.7697502374649,,,
,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,350.0,,,,,,,,,,,,,341.11330211162567,,,
,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,350.0,,,,,,,,,,,,,350.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,350.0,,,,,,,,,,,,,350.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,350.0,,,,,,,,,,,,,350.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,350.0,,,350.0,,,,,,,,,,,,,350.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,350.0,,,350.0,,,,,,,,,,,,,350.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,350.0,,,350.0,,,,,,,,,,,,,350.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,350.0,,,350.0,,,,,,,,,,,,,350.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,350.0,,,350.0,,,,,,,,,,,,,350.0,,,
,,,,,,,,,,,,,,,350.0,,,,,,,,,350.0,350.0,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,350.0,,,350.0,,,,,,,,,,,,,350.0,,,
,,,,,,,,,,,,,,,350.0,,,,,,,,,350.0,350.0,,,350.0,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,350.0,,,350.0,,,,,,,,,,,,,350.0,,350.0,
,,,,,,,,,,,,,,,350.0,,,,,,,,,350.0,350.0,,,350.0,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,350.0,,350.0,,,350.0,,,,,,,,,,,,,350.0,,350.0,
,,,,,,,,,350.0,,,,,,350.0,,,,,,,,,350.0,350.0,,,350.0,,,,,,,,,350.0,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,350.0,,350.0,349.9990612268448,,350.0,,,,,,,,,,,,,350.0,,350.0,
,,,,,,,,,350.0,,,,,,350.0,,,,,,,,,350.0,350.0,,,350.0,,,,,,,,,350.0,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,350.0,,350.0,334.9990516901016,,350.0,,,,,350.0,,,,,,,,350.0,,350.0,
